id,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12
833,50,76,25,38,88,63,13,19,69,95,44,32,61,36,86,48,99,23,74,29,80,4,55,17
834,82,57,6,9,60,85,35,47,98,73,22,16,67,42,93,39,89,14,64,1,52,26,77,20
835,66,91,41,28,79,54,3,5,55,80,30,43,70,45,96,33,83,7,58,37,88,12,63,25
836,93,68,17,24,74,99,49,36,87,62,11,8,75,50,100,6,56,31,82,44,94,18,69,15
837,58,84,33,46,96,71,20,14,65,90,39,27,66,40,91,28,78,3,53,47,97,22,72,9
838,77,52,2,2,53,78,28,40,91,65,15,21,59,34,85,49,100,24,74,11,62,37,87,18
839,72,97,47,34,84,59,9,12,62,88,37,50,68,43,93,30,81,5,55,2,52,27,78,40
840,100,75,24,18,69,94,43,31,81,56,5,4,90,14,65,33,84,8,59,21,71,46,97,22
841,54,80,29,42,92,67,17,23,73,99,48,35,73,48,98,35,85,10,60,41,92,16,67,3
842,86,61,10,7,58,83,32,45,95,70,20,13,54,29,79,26,76,0,51,13,63,38,89,7
843,64,89,39,26,76,51,1,0,51,76,26,38,57,32,82,44,95,19,70,31,81,5,56,18
844,89,63,13,19,70,95,45,32,82,57,7,10,68,43,94,12,62,37,87,50,100,24,75,21
845,60,86,35,48,98,73,22,16,67,92,41,29,72,46,97,34,84,9,59,40,91,15,65,2
846,79,54,4,5,56,81,30,43,93,68,18,24,53,27,78,4,54,29,80,42,92,16,67,35
847,75,100,49,37,87,62,11,8,59,84,34,46,86,10,61,23,73,48,98,45,95,20,70,7
848,97,71,21,15,65,90,40,27,78,52,2,1,57,32,83,13,64,39,89,26,76,1,51,16
849,52,77,26,39,90,64,14,20,71,96,45,33,66,41,91,28,79,3,54,47,98,22,72,9
850,83,58,7,11,61,86,36,48,99,74,23,17,60,35,85,31,82,6,57,19,69,44,95,0
851,67,93,42,30,80,55,4,3,53,78,28,41,50,25,76,38,88,12,63,42,93,17,68,5
852,91,66,15,22,72,97,47,34,85,60,9,6,55,30,80,24,74,49,99,36,87,11,61,8
853,56,82,31,44,94,69,19,12,63,88,37,25,58,33,83,46,96,20,71,27,77,1,52,14
854,75,50,0,0,50,75,25,37,88,63,12,19,65,39,90,7,58,33,83,45,96,20,71,26
855,69,94,44,31,82,56,6,9,60,85,34,47,77,1,52,14,64,39,89,42,93,17,67,4
856,97,72,22,15,66,91,41,28,78,53,3,4,55,30,80,23,74,48,99,36,86,11,61,31
857,55,80,30,42,93,67,17,23,74,99,49,36,82,6,56,18,69,44,94,0,50,25,75,37
858,86,61,11,7,58,83,33,45,96,71,20,14,88,12,63,15,66,41,91,28,78,3,53,47
859,64,90,39,26,77,52,1,2,52,78,27,40,97,22,72,9,59,34,85,45,95,19,70,7
860,90,65,15,21,71,97,46,34,84,59,8,11,57,32,82,13,63,38,89,26,76,0,51,3
861,62,87,37,49,100,75,24,18,68,93,43,30,54,29,79,41,92,16,67,35,86,10,60,22
862,81,56,5,4,54,79,29,41,92,67,16,22,73,48,98,21,71,46,97,33,84,8,59,40
863,73,98,48,35,86,60,10,7,57,82,32,45,90,15,65,2,52,27,78,30,81,5,56,18
864,95,70,19,13,64,89,38,26,76,51,0,1,68,43,93,11,62,37,87,49,100,24,74,25
865,51,77,26,39,89,64,13,20,70,95,45,32,76,0,50,13,63,38,88,6,57,31,82,44
866,83,58,7,10,61,86,35,48,99,73,23,17,95,19,69,22,73,47,98,35,85,9,60,41
867,67,92,42,29,80,54,4,6,56,81,31,43,91,16,66,3,54,28,79,2,52,27,77,39
868,94,69,18,24,75,100,50,37,88,62,12,9,90,14,65,33,84,8,58,20,71,46,96,49
869,59,84,34,47,97,72,21,15,65,91,40,28,99,24,74,11,61,36,87,17,68,43,93,30
870,78,53,2,2,52,77,27,39,90,65,14,21,80,5,55,15,65,40,91,28,78,2,53,46
871,71,96,46,33,84,58,8,11,62,87,36,49,97,21,72,9,59,34,84,37,88,12,62,24
872,99,74,24,17,68,93,43,30,80,55,5,3,75,50,100,5,56,31,81,43,94,18,69,39
873,54,79,28,41,92,66,16,22,73,98,47,35,89,13,64,1,51,26,76,20,70,45,95,32
874,85,60,9,6,57,82,32,44,95,69,19,13,83,7,58,10,61,35,86,48,99,23,73,29
875,63,88,38,25,76,50,0,0,51,76,25,38,80,4,54,17,67,42,92,42,92,17,67,4
876,89,63,13,19,70,95,44,32,82,57,7,10,55,29,80,23,74,48,99,36,86,10,61,7
877,60,85,35,48,98,73,22,16,66,92,41,29,58,32,83,45,96,20,70,26,77,1,51,14
878,79,54,3,5,55,81,30,43,93,68,18,24,64,39,89,18,69,44,94,31,81,6,56,50
879,74,100,49,36,87,62,11,8,59,84,33,46,100,25,75,12,62,37,88,34,85,9,59,21
880,96,71,21,14,65,90,40,27,78,52,2,3,72,47,97,2,53,28,78,40,91,15,66,5
881,53,78,28,40,91,66,15,21,72,97,47,34,55,30,81,43,93,17,68,36,87,11,62,24
882,85,59,9,12,63,88,37,50,100,75,25,18,74,49,100,46,96,21,71,8,59,33,84,14
883,69,94,44,31,81,56,6,4,55,80,29,42,65,40,90,27,77,2,52,29,79,3,54,16
884,92,67,17,23,74,99,48,36,86,61,10,7,66,41,92,10,60,35,85,47,98,22,73,19
885,58,83,33,45,96,70,20,14,64,89,39,26,70,44,95,32,82,6,57,38,88,13,63,0
886,77,51,1,1,51,76,26,38,89,64,13,20,51,25,76,24,75,49,100,37,87,12,62,43
887,70,95,45,32,83,57,7,10,61,86,35,48,94,18,68,5,56,31,81,27,78,2,53,15
888,98,73,23,16,67,92,42,29,79,54,4,5,65,40,90,8,59,34,84,46,97,21,72,48
889,56,81,31,43,94,68,18,24,75,100,50,37,98,23,73,10,60,35,86,16,67,42,92,29
890,87,62,12,8,59,84,34,46,97,72,21,15,79,4,54,1,51,26,76,38,89,13,64,32
891,65,91,40,27,78,53,2,1,52,77,27,39,83,7,57,19,70,45,95,34,85,9,60,22
892,90,64,14,20,71,96,46,33,83,58,8,11,72,47,98,3,53,28,79,41,91,16,66,12
893,61,87,36,49,99,74,23,17,68,93,42,30,63,38,88,25,75,0,50,44,94,19,69,6
894,80,55,5,3,53,79,28,41,91,66,16,22,57,31,82,11,61,36,87,49,99,23,74,30
895,72,98,47,35,85,60,9,6,57,82,31,44,80,4,55,17,68,42,93,39,90,14,64,1
896,94,69,19,12,63,88,38,25,76,50,0,0,52,27,77,20,71,45,96,33,83,8,58,33
897,50,76,25,38,88,63,13,19,69,95,44,31,83,8,58,20,71,45,96,1,52,26,77,39
898,82,57,6,9,60,85,35,47,98,72,22,16,90,14,64,17,67,42,93,30,80,4,55,49
899,66,91,41,28,79,54,3,5,55,80,30,42,99,23,74,11,61,36,86,6,56,31,82,44
900,93,68,17,24,74,99,49,36,87,61,11,8,94,19,69,25,75,0,50,12,63,38,88,41
901,58,84,33,46,96,71,20,14,65,90,39,27,91,15,66,3,53,28,79,22,72,47,97,34
902,77,52,1,2,53,78,28,40,91,65,15,21,85,9,60,19,70,45,95,32,82,7,57,38
903,72,97,46,34,84,59,9,12,62,87,37,50,89,13,64,0,51,26,76,29,79,4,54,16
904,100,75,24,18,69,94,43,31,81,56,5,4,67,41,92,10,60,35,86,48,98,23,73,46
905,54,80,29,42,92,67,16,23,73,99,48,35,97,21,71,8,59,34,84,15,65,40,90,27
906,86,61,10,7,57,83,32,45,95,70,20,13,78,2,52,5,56,30,81,43,94,18,68,37
907,64,89,39,26,76,51,1,1,52,77,26,39,87,11,62,24,75,49,100,0,51,25,76,38
908,89,64,14,20,71,96,45,33,83,58,7,11,88,13,63,32,82,6,57,19,69,44,95,47
909,61,86,36,48,99,74,23,17,67,93,42,29,98,22,73,10,60,35,85,16,66,41,92,28
910,80,55,4,6,56,82,31,44,94,69,18,25,79,3,54,27,77,2,52,14,65,39,90,8
911,75,100,50,37,88,63,12,9,59,85,34,47,58,33,84,46,96,21,71,24,74,49,99,36
912,97,72,22,15,66,91,41,28,78,53,3,2,87,11,62,43,93,17,68,5,55,30,81,40
913,52,78,27,40,90,65,14,21,71,97,46,33,91,15,66,2,53,28,78,21,72,47,97,34
914,84,59,8,11,62,87,37,49,100,74,24,18,84,9,59,12,62,37,88,50,100,24,75,31
915,68,93,43,30,81,56,5,3,54,79,29,41,81,6,56,18,69,43,94,13,64,39,89,26
916,92,67,16,22,73,98,48,35,85,60,10,7,77,1,51,45,95,20,70,7,58,32,83,36
917,57,82,32,44,95,70,19,13,63,89,38,26,86,10,61,23,73,48,99,4,54,29,80,42
918,76,51,0,0,51,76,25,38,88,63,13,19,92,17,67,17,67,42,93,29,80,4,55,48
919,70,95,44,32,82,57,6,10,60,85,35,47,99,23,74,10,61,36,86,33,83,7,58,20
920,98,73,22,16,66,92,41,28,79,54,3,5,70,45,96,1,52,26,77,39,89,14,64,44
921,55,81,30,43,93,68,17,24,74,99,49,36,94,18,69,6,56,31,81,25,75,50,100,37
922,87,62,11,8,58,84,33,46,96,71,21,14,88,12,63,9,59,34,85,47,97,22,72,28
923,65,90,40,27,77,52,2,2,53,78,28,40,78,3,53,15,66,40,91,30,81,5,55,18
924,91,66,15,21,72,97,47,34,85,59,9,12,68,43,93,11,62,37,87,49,100,24,74,21
925,62,88,37,50,100,75,25,18,69,94,43,31,71,46,96,33,84,8,59,40,90,14,65,2
926,81,56,6,4,55,80,29,42,92,67,17,23,52,27,78,3,54,29,79,41,92,16,66,35
927,73,99,48,36,86,61,10,7,58,83,32,45,85,10,60,22,73,48,98,44,95,19,70,7
928,96,70,20,14,64,89,39,26,77,51,1,0,57,32,82,13,63,38,89,25,76,0,51,50
929,51,76,26,38,89,64,13,19,70,95,45,32,100,24,75,12,62,37,87,18,68,43,94,31
930,83,57,7,10,60,86,35,48,98,73,23,16,81,5,56,2,53,27,78,40,91,15,65,34
931,67,92,42,29,79,54,4,5,56,81,30,43,84,9,59,21,72,46,97,23,73,48,98,35
932,94,68,18,24,75,100,49,37,87,62,12,8,86,10,61,42,92,16,67,4,54,29,80,26
933,59,84,34,46,97,71,21,15,65,90,40,27,76,1,51,13,64,38,89,7,57,32,83,45
934,78,53,2,1,52,77,27,39,90,64,14,20,95,20,70,9,60,35,85,47,98,22,72,28
935,71,96,45,33,83,58,8,11,61,86,36,49,79,3,53,16,66,41,91,38,88,12,63,0
936,99,74,23,17,68,93,42,30,80,55,4,3,50,25,76,19,69,44,95,31,82,6,57,36
937,53,79,28,41,91,66,15,22,72,98,47,34,87,11,61,24,74,49,99,5,55,30,80,42
938,85,60,9,6,57,82,31,44,94,69,19,12,93,17,68,14,65,39,90,27,77,1,52,46
939,63,88,38,25,75,50,0,0,50,75,25,38,96,20,71,8,58,33,83,45,96,20,71,8
940,88,63,12,19,69,94,44,31,82,56,6,9,58,33,83,14,64,39,90,27,77,1,52,4
941,60,85,34,47,97,72,22,15,66,91,41,28,55,30,80,42,93,17,68,36,86,11,61,23
942,79,53,3,4,55,80,30,42,93,67,17,23,74,49,99,19,69,44,94,31,82,6,56,38
943,74,99,49,36,86,61,11,8,58,83,33,45,88,12,63,0,50,25,75,28,79,3,53,15
944,96,71,20,14,64,90,39,26,77,52,1,2,66,41,91,9,60,34,85,47,98,22,72,7
945,53,78,27,40,90,65,15,21,71,97,46,34,57,32,83,45,95,19,70,26,76,0,51,13
946,84,59,8,11,62,87,37,49,100,75,24,18,64,38,89,42,92,16,67,4,54,29,79,23
947,68,94,43,30,81,56,5,4,54,79,29,41,73,48,98,35,86,10,60,34,84,8,59,21
948,92,67,16,23,73,98,48,35,86,60,10,7,71,46,97,2,53,27,78,40,90,15,65,18
949,57,82,32,45,95,70,19,13,64,89,38,26,68,43,94,30,81,5,56,49,100,24,75,12
950,76,51,0,1,51,77,26,39,89,64,13,20,62,37,87,13,63,38,88,25,76,0,51,44
951,70,96,45,32,83,58,7,10,61,86,36,48,95,19,70,6,57,32,82,35,85,10,60,22
952,99,73,23,17,67,92,42,29,80,54,4,6,73,47,98,3,54,28,79,41,92,16,66,40
953,56,81,31,43,94,69,18,25,75,100,50,37,90,14,65,2,52,27,77,21,71,46,96,33
954,88,62,12,9,59,84,34,47,97,72,21,15,84,8,58,11,62,36,87,49,99,24,74,30
955,66,91,40,28,78,53,2,2,52,77,27,39,81,5,55,17,68,43,93,28,78,2,53,15
956,90,65,14,21,71,96,46,33,84,58,8,11,66,40,91,9,59,34,84,47,97,21,72,25
957,62,87,36,49,99,74,24,17,68,93,43,30,75,50,100,37,88,12,62,43,94,18,69,6
958,81,55,5,3,54,79,28,41,92,66,16,22,56,31,81,1,51,26,77,39,89,13,64,32
959,73,98,47,35,85,60,10,6,57,82,32,44,83,7,58,20,70,45,96,48,99,23,73,10
960,95,69,19,13,63,88,38,25,76,51,0,0,61,36,86,17,67,42,92,29,80,4,55,4
961,51,76,25,38,89,63,13,19,70,95,44,32,55,29,80,42,93,17,67,36,86,11,61,23
962,82,57,7,10,60,85,35,48,98,73,22,16,74,48,99,45,96,20,70,7,58,33,83,14
963,67,92,41,29,79,54,3,5,55,81,30,43,64,39,89,26,77,1,52,31,82,6,56,18
964,93,68,18,24,74,100,49,37,87,62,11,8,69,44,94,12,63,37,88,50,100,25,75,22
965,59,84,33,46,96,71,21,14,65,90,40,27,72,47,97,34,85,9,59,41,91,15,66,3
966,78,52,2,3,53,78,28,40,91,66,15,22,53,28,78,43,93,18,68,5,56,30,81,24
967,72,97,47,34,85,59,9,12,63,88,37,50,74,49,100,37,87,11,62,8,59,33,84,46
968,100,75,25,18,69,94,44,31,82,56,6,4,97,21,71,27,78,2,52,14,65,40,90,16
969,55,80,29,42,93,67,17,23,74,99,48,36,67,41,92,29,79,3,54,48,98,22,73,10
970,86,61,10,7,58,83,33,45,96,70,20,14,60,35,85,32,82,7,57,19,70,44,95,0
971,64,89,39,26,77,52,1,1,51,76,26,39,51,26,76,38,89,13,63,37,87,12,62,24
972,89,64,13,20,70,95,45,32,83,57,7,10,75,50,100,5,56,31,81,43,94,18,69,15
973,61,86,35,48,98,73,23,16,67,92,42,29,65,40,91,27,78,2,53,46,97,21,72,9
974,80,54,4,5,56,81,31,43,94,68,18,24,59,34,84,10,61,35,86,48,98,23,73,29
975,75,100,50,37,87,62,12,9,59,84,34,46,80,4,54,16,67,42,92,39,89,13,64,1
976,97,72,21,15,65,91,40,27,78,53,2,1,51,26,76,20,70,45,95,32,83,7,57,22
977,52,77,27,39,90,65,14,20,71,96,46,33,72,47,98,35,85,9,60,41,91,16,66,3
978,83,58,8,11,61,87,36,49,99,74,24,17,54,28,79,25,76,0,50,13,63,38,88,6
979,68,93,42,30,80,55,5,3,53,79,28,41,57,31,82,44,95,19,69,49,99,24,74,11
980,91,66,16,22,72,98,47,35,85,60,9,6,61,36,87,17,68,42,93,30,80,5,55,1
981,57,82,31,44,95,69,19,12,63,88,38,25,52,27,77,39,90,14,65,33,84,8,58,20
982,76,50,0,0,50,75,25,38,88,63,12,19,71,46,96,20,71,45,96,33,83,7,58,39
983,69,94,44,31,82,57,6,9,60,85,34,47,90,14,64,1,52,26,77,30,80,4,55,17
984,98,72,22,16,66,91,41,28,79,53,3,4,67,42,93,11,61,36,86,49,99,23,74,44
985,55,80,30,42,93,68,17,23,74,99,49,36,94,19,69,6,56,31,82,12,63,37,88,25
986,87,61,11,8,58,83,33,46,96,71,20,14,75,0,50,3,53,28,78,41,91,15,66,34
987,64,90,39,27,77,52,1,2,53,78,27,40,85,9,60,22,72,47,97,32,82,7,57,19
988,90,65,15,21,72,97,46,34,84,59,8,12,70,45,95,0,51,26,76,38,89,13,63,16
989,62,87,37,49,100,75,24,18,68,94,43,31,67,41,92,29,79,4,54,48,98,22,73,10
990,81,56,5,4,54,79,29,42,92,67,16,23,60,35,86,8,59,34,84,46,97,21,71,27
991,73,98,48,35,86,60,10,7,57,83,32,45,78,2,52,15,65,40,90,43,93,18,68,5
992,95,70,19,13,64,89,38,26,76,51,1,1,56,30,81,24,75,49,100,37,87,11,62,38
993,51,77,26,39,89,64,14,20,70,96,45,32,88,13,63,0,50,25,76,19,69,44,95,32
994,83,58,7,10,61,86,36,48,99,74,23,17,82,6,57,9,60,35,85,47,98,22,73,28
995,67,92,42,29,80,55,4,6,56,81,31,44,79,3,54,16,66,41,91,14,65,39,90,27
996,94,69,18,25,75,100,50,37,88,62,12,9,77,2,52,46,96,20,71,8,58,33,84,36
997,59,85,34,47,97,72,21,15,66,91,40,28,87,11,62,24,74,49,99,5,55,30,80,43
998,78,53,3,2,52,77,27,40,90,65,14,21,93,17,68,2,53,28,78,40,91,15,65,34
999,71,96,46,33,84,59,8,11,62,87,36,49,84,9,59,21,72,47,97,50,100,24,75,12
1000,100,74,24,18,68,93,43,30,81,55,5,3,62,37,88,18,69,43,94,31,81,6,56,26
1001,54,79,29,41,92,66,16,22,73,98,47,35,77,1,51,13,64,39,89,7,58,32,83,45
1002,85,60,10,6,57,82,32,44,95,70,19,13,95,20,70,23,73,48,99,35,86,10,61,42
1003,63,89,38,25,76,51,0,0,50,76,25,38,92,17,67,4,54,29,80,29,80,4,55,17
1004,88,63,13,19,69,95,44,32,82,57,6,9,67,42,92,10,61,36,86,48,99,23,74,20
1005,60,85,35,47,98,73,22,16,66,91,41,28,70,45,96,33,83,7,58,39,89,14,64,1
1006,79,54,3,5,55,80,30,43,93,68,17,24,51,26,77,6,56,31,81,44,94,18,69,37
1007,74,99,49,36,87,61,11,8,58,84,33,46,88,12,63,25,75,50,100,47,97,21,72,9
1008,96,71,20,14,65,90,39,27,77,52,2,2,59,34,85,15,66,40,91,28,78,3,53,18
1009,53,78,28,40,91,65,15,21,72,97,46,34,68,43,93,30,81,5,55,49,100,24,74,11
1010,84,59,9,12,62,88,37,50,100,75,24,18,62,36,87,33,84,8,59,21,71,46,96,2
1011,69,94,43,31,81,56,5,4,54,80,29,42,52,27,77,40,90,14,65,41,92,16,66,3
1012,92,67,17,23,73,99,48,35,86,61,10,7,54,29,79,22,73,48,98,35,85,10,60,6
1013,58,83,32,45,95,70,20,13,64,89,39,26,57,32,82,44,95,19,70,25,76,0,51,13
1014,76,51,1,0,51,76,26,38,89,63,13,19,63,38,89,12,62,37,87,49,100,24,75,31
1015,70,95,45,32,82,57,7,10,60,86,35,48,81,5,56,18,68,43,94,40,91,15,65,2
1016,98,73,22,16,67,92,41,29,79,54,3,5,53,27,78,21,72,46,97,34,84,8,59,35
1017,56,81,30,43,93,68,18,24,74,100,49,37,86,10,61,23,73,48,98,4,54,29,79,42
1018,87,62,11,8,59,84,33,46,97,71,21,15,92,16,67,13,64,38,89,26,76,1,51,45
1019,65,90,40,27,78,52,2,1,52,77,26,39,95,20,70,7,57,32,83,47,98,22,72,9
1020,89,64,14,20,71,96,45,33,83,58,7,11,60,34,85,16,66,41,91,28,79,3,53,0
1021,61,86,36,48,99,74,23,17,67,93,42,30,50,25,76,38,88,12,63,31,82,6,57,19
1022,80,55,4,3,53,78,28,41,91,66,15,22,69,44,94,23,74,49,99,36,87,11,61,42
1023,72,97,47,34,85,60,9,6,56,82,31,44,93,17,68,5,55,30,80,27,77,1,52,14
1024,94,69,18,12,63,88,37,25,75,50,0,0,64,39,90,8,58,33,83,46,96,20,71,23
1025,50,75,25,37,88,63,12,18,69,94,44,31,74,49,99,36,86,11,61,42,93,17,67,4
1026,82,56,6,9,59,85,34,47,97,72,22,15,55,30,80,26,77,1,52,14,64,39,90,7
1027,66,91,41,28,78,53,3,4,55,80,30,42,58,33,83,45,96,20,71,47,97,22,72,9
1028,93,67,17,23,74,99,48,36,86,61,11,7,60,34,85,15,66,41,91,28,78,3,53,0
1029,58,83,33,45,96,71,20,14,64,89,39,26,50,25,75,37,88,12,63,31,82,6,56,19
1030,77,52,1,2,52,78,27,40,90,65,15,21,69,44,94,35,86,10,60,22,73,48,98,4
1031,71,97,46,33,84,59,8,11,62,87,37,49,54,29,79,41,92,16,67,13,64,38,89,26
1032,100,74,24,18,68,93,43,30,81,56,5,3,76,0,51,45,95,19,70,7,57,32,82,11
1033,54,79,29,41,92,67,16,22,73,98,48,35,62,37,87,49,100,24,75,30,81,5,56,18
1034,86,60,10,7,57,82,32,45,95,70,19,13,68,43,93,40,90,15,65,2,52,27,78,21
1035,63,89,38,26,76,51,0,1,51,76,26,39,71,46,97,34,84,8,59,41,92,16,66,3
1036,89,64,13,20,70,95,45,32,83,58,7,10,54,28,79,22,73,47,98,35,85,9,60,6
1037,61,86,35,48,99,73,23,17,67,92,42,29,57,32,82,44,95,19,69,25,76,0,50,13
1038,80,54,4,5,56,81,31,43,94,69,18,24,63,38,88,17,68,43,93,30,80,5,55,49
1039,75,100,50,37,88,62,12,9,59,84,34,46,99,24,74,11,62,36,87,33,84,8,58,21
1040,97,72,21,15,65,91,40,28,78,53,2,2,71,46,96,2,52,27,77,39,90,14,65,6
1041,52,77,27,39,90,65,14,20,71,96,46,33,56,31,81,43,94,18,69,37,88,12,62,24
1042,84,58,8,11,61,87,36,49,99,74,24,17,75,50,100,47,97,21,72,9,59,34,84,15
1043,68,93,43,30,80,55,5,3,54,79,28,41,65,40,91,28,78,2,53,29,80,4,54,17
1044,91,66,16,22,73,98,47,35,85,60,9,6,67,42,92,10,61,35,86,48,99,23,73,20
1045,57,82,31,44,95,69,19,13,63,88,38,25,70,45,95,32,83,7,58,39,89,13,64,1
1046,76,50,0,0,51,76,25,38,88,63,13,19,51,26,77,26,77,1,51,14,64,39,89,7
1047,70,95,44,32,82,57,6,10,60,85,35,47,58,33,83,45,96,20,70,23,74,48,99,36
1048,98,73,22,16,66,92,41,29,79,54,3,5,86,10,61,42,92,17,67,4,55,29,80,3
1049,55,81,30,43,93,68,17,24,74,100,49,36,53,28,78,40,91,15,66,34,85,9,59,21
1050,87,62,11,8,59,84,33,46,96,71,21,14,72,47,97,50,100,25,75,12,63,37,88,18
1051,65,90,40,27,77,52,2,2,53,78,28,40,69,44,94,31,81,6,56,14,65,40,90,27
1052,91,66,15,21,72,97,47,34,85,59,9,12,78,2,52,46,96,21,71,8,59,33,84,36
1053,62,88,37,50,100,75,25,18,69,94,44,31,87,11,62,24,74,49,100,5,55,30,81,43
1054,81,56,6,4,55,80,29,42,92,67,17,23,93,18,68,38,89,13,63,0,51,25,76,19
1055,74,99,48,36,86,61,10,7,58,83,32,45,70,44,95,32,82,7,57,10,60,35,85,48
1056,96,70,20,14,64,89,39,26,77,51,1,1,98,22,73,29,79,3,54,16,66,41,92,8
1057,51,76,26,38,89,64,13,19,70,95,45,32,59,34,84,46,97,21,72,27,78,2,53,15
1058,83,57,7,10,60,86,35,48,98,73,23,16,65,40,91,43,94,18,68,5,56,31,81,24
1059,67,92,42,29,79,54,4,5,56,81,31,43,75,50,100,37,87,12,62,32,83,7,57,20
1060,94,68,18,24,75,100,49,37,87,62,12,8,70,45,95,1,51,26,76,38,89,13,64,16
1061,59,84,34,46,97,72,21,15,65,90,40,27,67,42,92,29,79,4,54,48,98,23,73,10
1062,78,53,2,1,52,77,27,39,90,64,14,20,61,35,86,44,94,19,69,6,57,31,82,12
1063,71,96,45,33,83,58,8,11,61,87,36,49,63,38,88,25,76,0,50,3,53,28,79,41
1064,99,74,23,17,68,93,42,30,80,55,4,3,91,16,66,35,85,9,60,22,72,47,98,20
1065,53,79,28,41,91,66,16,22,72,98,47,34,71,46,96,33,83,8,58,39,90,14,64,1
1066,85,60,9,6,57,82,31,44,94,69,19,12,52,27,77,30,80,5,55,17,68,42,93,11
1067,63,88,38,25,75,50,0,0,50,76,25,38,61,36,87,49,99,23,74,49,99,23,74,11
1068,88,63,12,19,69,95,44,31,82,57,6,9,61,36,86,17,68,42,93,30,80,4,55,1
1069,60,85,35,47,98,72,22,16,66,91,41,28,52,27,77,39,90,14,64,33,83,8,58,20
1070,79,53,3,5,55,80,30,42,93,68,17,24,71,45,96,22,72,47,98,34,85,9,60,41
1071,74,99,49,36,87,61,11,8,58,83,33,46,91,15,66,3,53,28,79,25,75,0,50,12
1072,96,71,20,14,65,90,39,27,77,52,1,2,63,38,88,6,57,31,82,44,94,19,69,10
1073,53,78,27,40,91,65,15,21,72,97,46,34,60,35,86,48,98,23,73,29,79,4,54,16
1074,84,59,9,12,62,87,37,50,100,75,24,18,67,42,92,38,89,13,64,0,51,26,76,19
1075,68,94,43,31,81,56,5,4,54,80,29,42,70,45,95,32,83,7,57,37,87,12,62,24
1076,92,67,16,23,73,98,48,35,86,61,10,7,75,49,100,5,56,30,81,43,94,18,68,15
1077,57,83,32,45,95,70,20,13,64,89,38,26,65,40,90,27,78,2,53,46,97,21,71,8
1078,76,51,1,1,52,77,26,39,89,64,14,20,59,34,84,16,66,41,92,28,79,3,54,47
1079,70,96,45,33,83,58,7,10,61,86,36,48,98,22,73,10,60,35,85,32,82,6,57,19
1080,99,74,23,17,67,93,42,29,80,55,4,6,70,44,95,0,51,25,76,38,88,13,63,43
1081,56,81,31,44,94,69,18,25,75,100,50,37,93,17,68,5,55,30,81,24,74,49,99,36
1082,88,63,12,9,59,85,34,47,97,72,22,15,87,11,62,8,58,33,84,46,96,21,71,27
1083,66,91,40,28,78,53,3,2,52,78,27,40,77,2,52,14,65,40,90,31,81,6,56,18
1084,90,65,14,21,71,96,46,33,84,59,8,11,69,43,94,12,62,37,88,50,100,25,75,21
1085,62,87,37,49,100,74,24,18,68,93,43,30,72,47,97,34,85,9,59,40,91,15,66,2
1086,81,55,5,3,54,79,29,41,92,66,16,22,53,28,78,4,55,29,80,42,92,17,67,36
1087,73,98,48,35,85,60,10,7,57,82,32,44,86,10,61,23,73,48,99,45,96,20,70,7
1088,95,70,19,13,63,89,38,25,76,51,0,0,58,32,83,14,64,39,89,26,77,1,51,1
1089,51,76,25,38,88,63,13,19,69,95,44,32,52,26,77,39,89,14,64,33,83,7,58,20
1090,82,57,6,10,60,85,35,47,98,73,22,16,71,45,96,48,99,23,74,11,61,36,86,17
1091,66,92,41,28,79,54,3,5,55,81,30,43,67,42,93,29,80,4,55,28,78,3,53,15
1092,93,68,17,24,74,99,49,36,87,62,11,8,66,41,91,9,59,34,85,47,97,22,72,25
1093,58,84,33,46,96,71,21,14,65,90,39,27,75,50,100,37,88,12,63,44,94,18,69,6
1094,77,52,2,2,53,78,28,40,91,66,15,21,56,31,82,40,90,14,65,2,52,27,78,21
1095,72,97,47,34,84,59,9,12,62,88,37,50,71,46,97,33,84,8,59,11,62,37,87,49
1096,100,75,24,18,69,94,43,31,81,56,6,4,100,24,74,30,81,5,56,18,68,43,93,13
1097,54,80,29,42,92,67,17,23,73,99,48,36,63,38,89,26,76,0,51,44,95,19,70,7
1098,86,61,10,7,58,83,32,45,95,70,20,13,57,32,82,35,85,10,60,22,73,48,98,3
1099,64,89,39,26,77,51,1,0,51,76,26,38,54,29,79,41,92,16,67,34,84,9,59,21
1100,89,64,13,19,70,95,45,32,82,57,7,10,72,46,97,2,53,28,78,40,91,15,65,18
1101,60,86,35,48,98,73,23,16,67,92,41,29,69,43,94,31,81,5,56,50,100,24,75,12
1102,79,54,4,5,56,81,30,43,94,68,18,24,62,37,87,7,57,32,83,45,95,20,70,26
1103,75,100,49,37,87,62,11,8,59,84,34,46,76,1,51,13,64,39,89,42,92,16,67,4
1104,97,71,21,15,65,90,40,27,78,52,2,1,54,29,80,23,73,48,99,35,86,10,61,19
1105,52,77,26,39,90,64,14,20,71,96,45,33,69,44,95,31,82,6,57,38,88,13,63,0
1106,83,58,8,11,61,86,36,49,99,74,23,17,50,25,76,28,79,3,54,16,66,41,91,9
1107,67,93,42,30,80,55,4,3,53,79,28,41,60,35,85,47,98,22,72,46,96,20,71,8
