id,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10
992,21,15,66,91,40,28,78,53,3,2,68,36,87,11,62,24,74,49,99,34
993,52,77,27,40,90,65,14,21,71,96,84,9,59,21,72,47,97,2,53,28
994,46,33,84,59,8,11,62,87,36,49,78,40,91,15,66,18,69,43,94,31
995,100,74,24,18,68,93,43,30,81,55,81,6,56,50,100,25,75,12,62,37
996,5,3,54,79,29,41,92,66,16,22,88,7,58,32,83,45,96,20,70,26
997,73,98,48,35,85,60,10,6,57,82,77,1,51,13,64,39,89,42,92,17
998,32,44,95,70,19,13,63,89,38,25,67,4,54,29,80,23,73,48,99,36
999,76,51,0,0,50,76,25,38,88,63,86,10,61,11,61,36,86,48,99,23
1000,13,19,69,95,44,32,82,57,6,9,74,29,80,4,55,17,67,42,93,39
1001,60,85,35,47,98,73,22,16,66,91,89,14,64,1,52,26,77,20,70,45
1002,41,28,79,54,3,5,55,80,30,43,96,33,83,7,58,37,88,12,63,25
1003,93,68,17,24,74,99,49,36,87,62,75,50,100,6,56,31,82,44,94,18
1004,11,8,58,84,33,46,96,71,20,14,69,15,66,40,91,28,78,3,53,47
1005,65,90,39,27,77,52,2,2,53,78,97,22,72,9,59,34,85,49,100,24
1006,28,40,91,65,15,21,72,97,47,34,74,11,62,37,87,18,68,43,93,30
1007,84,59,9,12,62,88,37,50,100,75,81,5,55,2,52,27,78,40,90,14
1008,24,18,69,94,43,31,81,56,5,4,65,33,84,8,59,21,71,46,97,22
1009,54,80,29,42,92,67,17,23,73,99,73,48,98,35,85,10,60,41,92,16
1010,48,35,86,61,10,7,58,83,32,45,67,3,54,29,79,26,76,0,51,13
1011,95,70,20,13,64,89,39,26,76,51,63,38,89,7,57,32,82,44,95,19
1012,1,0,51,76,26,38,89,63,13,19,70,31,81,5,56,18,68,43,94,12
1013,70,95,45,32,82,57,7,10,60,86,62,37,87,50,100,24,75,21,72,46
1014,35,48,98,73,22,16,67,92,41,29,97,34,84,9,59,40,91,15,65,2
1015,79,54,4,5,56,81,30,43,93,68,53,27,78,4,54,29,80,42,92,16
1016,18,24,75,100,49,37,87,62,11,8,67,35,86,10,61,23,73,48,98,45
1017,59,84,34,46,97,71,21,15,65,90,95,20,70,7,57,32,83,13,64,39
1018,40,27,78,52,2,1,52,77,26,39,89,26,76,1,51,16,66,41,91,28
1019,90,64,14,20,71,96,45,33,83,58,79,3,54,47,98,22,72,9,60,35
1020,7,11,61,86,36,48,99,74,23,17,85,31,82,6,57,19,69,44,95,0
1021,67,93,42,30,80,55,4,3,53,78,50,25,76,38,88,12,63,42,93,17
1022,28,41,91,66,15,22,72,97,47,34,68,5,55,30,80,24,74,49,99,36
1023,85,60,9,6,56,82,31,44,94,69,87,11,61,8,58,33,83,46,96,20
1024,19,12,63,88,37,25,75,50,0,0,71,27,77,1,52,14,65,39,90,7
1025,50,75,25,37,88,63,12,19,69,94,58,33,83,45,96,20,71,26,77,1
1026,44,31,82,56,6,9,60,85,34,47,52,14,64,39,89,42,93,17,67,4
1027,97,72,22,15,66,91,41,28,78,53,55,30,80,23,74,48,99,36,86,11
1028,3,4,55,80,30,42,93,67,17,23,61,31,82,6,56,18,69,44,94,0
1029,74,99,49,36,86,61,11,7,58,83,50,25,75,37,88,12,63,15,66,41
1030,33,45,96,71,20,14,64,90,39,26,91,28,78,3,53,47,97,22,72,9
1031,77,52,1,2,52,78,27,40,90,65,59,34,85,45,95,19,70,7,57,32
1032,15,21,71,97,46,34,84,59,8,11,82,13,63,38,89,26,76,0,51,3
1033,62,87,37,49,100,75,24,18,68,93,54,29,79,41,92,16,67,35,86,10
1034,43,30,81,56,5,4,54,79,29,41,60,22,73,48,98,21,71,46,97,33
1035,92,67,16,22,73,98,48,35,86,60,84,8,59,40,90,15,65,2,52,27
1036,10,7,57,82,32,45,95,70,19,13,78,30,81,5,56,18,68,43,93,11
1037,64,89,38,26,76,51,0,1,51,77,62,37,87,49,100,24,74,25,76,0
1038,26,39,89,64,13,20,70,95,45,32,50,13,63,38,88,6,57,31,82,44
1039,83,58,7,10,61,86,35,48,99,73,95,19,69,22,73,47,98,35,85,9
1040,23,17,67,92,42,29,80,54,4,6,60,41,91,16,66,3,54,28,79,2
1041,56,81,31,43,94,69,18,24,75,100,52,27,77,39,90,14,65,33,84,8
1042,50,37,88,62,12,9,59,84,34,47,58,20,71,46,96,49,99,24,74,11
1043,97,72,21,15,65,91,40,28,78,53,61,36,87,17,68,43,93,30,80,5
1044,2,2,52,77,27,39,90,65,14,21,55,15,65,40,91,28,78,2,53,46
1045,71,96,46,33,84,58,8,11,62,87,97,21,72,9,59,34,84,37,88,12
1046,36,49,99,74,24,17,68,93,43,30,62,24,75,50,100,5,56,31,81,43
1047,80,55,5,3,54,79,28,41,92,66,94,18,69,39,89,13,64,1,51,26
1048,16,22,73,98,47,35,85,60,9,6,76,20,70,45,95,32,83,7,58,10
1049,57,82,32,44,95,69,19,13,63,88,61,35,86,48,99,23,73,29,80,4
1050,38,25,76,50,0,0,51,76,25,38,54,17,67,42,92,42,92,17,67,4
1051,89,63,13,19,70,95,44,32,82,57,55,29,80,23,74,48,99,36,86,10
1052,7,10,60,85,35,48,98,73,22,16,61,7,58,32,83,45,96,20,70,26
1053,66,92,41,29,79,54,3,5,55,81,77,1,51,14,64,39,89,18,69,44
1054,30,43,93,68,18,24,74,100,49,36,94,31,81,6,56,50,100,25,75,12
1055,87,62,11,8,59,84,33,46,96,71,62,37,88,34,85,9,59,21,72,47
1056,21,14,65,90,40,27,78,52,2,3,97,2,53,28,78,40,91,15,66,5
1057,53,78,28,40,91,66,15,21,72,97,55,30,81,43,93,17,68,36,87,11
1058,47,34,85,59,9,12,63,88,37,50,62,24,74,49,100,46,96,21,71,8
1059,100,75,25,18,69,94,44,31,81,56,59,33,84,14,65,40,90,27,77,2
1060,6,4,55,80,29,42,92,67,17,23,52,29,79,3,54,16,66,41,92,10
1061,74,99,48,36,86,61,10,7,58,83,60,35,85,47,98,22,73,19,70,44
1062,33,45,96,70,20,14,64,89,39,26,95,32,82,6,57,38,88,13,63,0
1063,77,51,1,1,51,76,26,38,89,64,51,25,76,24,75,49,100,37,87,12
1064,13,20,70,95,45,32,83,57,7,10,62,43,94,18,68,5,56,31,81,27
1065,61,86,35,48,98,73,23,16,67,92,78,2,53,15,65,40,90,8,59,34
1066,42,29,79,54,4,5,56,81,31,43,84,46,97,21,72,48,98,23,73,10
1067,94,68,18,24,75,100,50,37,87,62,60,35,86,16,67,42,92,29,79,4
1068,12,8,59,84,34,46,97,72,21,15,54,1,51,26,76,38,89,13,64,32
1069,65,91,40,27,78,53,2,1,52,77,83,7,57,19,70,45,95,34,85,9
1070,27,39,90,64,14,20,71,96,46,33,60,22,72,47,98,3,53,28,79,41
1071,83,58,8,11,61,87,36,49,99,74,91,16,66,12,63,38,88,25,75,0
1072,23,17,68,93,42,30,80,55,5,3,50,44,94,19,69,6,57,31,82,11
1073,53,79,28,41,91,66,16,22,72,98,61,36,87,49,99,23,74,30,80,4
1074,47,35,85,60,9,6,57,82,31,44,55,17,68,42,93,39,90,14,64,1
1075,94,69,19,12,63,88,38,25,76,50,52,27,77,20,71,45,96,33,83,8
1076,0,0,50,76,25,38,88,63,13,19,58,33,83,8,58,20,71,45,96,1
1077,69,95,44,31,82,57,6,9,60,85,52,26,77,39,90,14,64,17,67,42
1078,35,47,98,72,22,16,66,91,41,28,93,30,80,4,55,49,99,23,74,11
1079,79,54,3,5,55,80,30,42,93,68,61,36,86,6,56,31,82,44,94,19
1080,17,24,74,99,49,36,87,61,11,8,69,25,75,0,50,12,63,38,88,41
1081,58,84,33,46,96,71,20,14,65,90,91,15,66,3,53,28,79,22,72,47
1082,39,27,77,52,1,2,53,78,28,40,97,34,85,9,60,19,70,45,95,32
1083,91,65,15,21,72,97,46,34,84,59,82,7,57,38,89,13,64,0,51,26
1084,9,12,62,87,37,50,100,75,24,18,76,29,79,4,54,16,67,41,92,10
1085,69,94,43,31,81,56,5,4,54,80,60,35,86,48,98,23,73,46,97,21
1086,29,42,92,67,16,23,73,99,48,35,71,8,59,34,84,15,65,40,90,27
1087,86,61,10,7,57,83,32,45,95,70,78,2,52,5,56,30,81,43,94,18
1088,20,13,64,89,39,26,76,51,1,1,68,37,87,11,62,24,75,49,100,0
1089,52,77,26,39,89,64,14,20,71,96,51,25,76,38,88,13,63,32,82,6
1090,45,33,83,58,7,11,61,86,36,48,57,19,69,44,95,47,98,22,73,10
1091,99,74,23,17,67,93,42,29,80,55,60,35,85,16,66,41,92,28,79,3
1092,4,6,56,82,31,44,94,69,18,25,54,27,77,2,52,14,65,39,90,8
1093,75,100,50,37,88,63,12,9,59,85,58,33,84,46,96,21,71,24,74,49
1094,34,47,97,72,22,15,66,91,41,28,99,36,87,11,62,43,93,17,68,5
1095,78,53,3,2,52,78,27,40,90,65,55,30,81,40,91,15,66,2,53,28
1096,14,21,71,97,46,33,84,59,8,11,78,21,72,47,97,34,84,9,59,12
1097,62,87,37,49,100,74,24,18,68,93,62,37,88,50,100,24,75,31,81,6
1098,43,30,81,56,5,3,54,79,29,41,56,18,69,43,94,13,64,39,89,26
1099,92,67,16,22,73,98,48,35,85,60,77,1,51,45,95,20,70,7,58,32
1100,10,7,57,82,32,44,95,70,19,13,83,36,86,10,61,23,73,48,99,4
1101,63,89,38,26,76,51,0,0,51,76,54,29,80,42,92,17,67,17,67,42
1102,25,38,88,63,13,19,70,95,44,32,93,29,80,4,55,48,99,23,74,10
1103,82,57,6,10,60,85,35,47,98,73,61,36,86,33,83,7,58,20,70,45
1104,22,16,66,92,41,28,79,54,3,5,96,1,52,26,77,39,89,14,64,44
1105,55,81,30,43,93,68,17,24,74,99,94,18,69,6,56,31,81,25,75,50
1106,49,36,87,62,11,8,58,84,33,46,100,37,88,12,63,9,59,34,85,47
1107,96,71,21,14,65,90,40,27,77,52,97,22,72,28,78,3,53,15,66,40
1108,2,2,53,78,28,40,91,66,15,21,91,30,81,5,55,18,68,43,93,11
1109,72,97,47,34,85,59,9,12,62,88,62,37,87,49,100,24,74,21,71,46
1110,37,50,100,75,25,18,69,94,43,31,96,33,84,8,59,40,90,14,65,2
1111,81,56,6,4,55,80,29,42,92,67,52,27,78,3,54,29,79,41,92,16
1112,17,23,73,99,48,36,86,61,10,7,66,35,85,10,60,22,73,48,98,44
1113,58,83,32,45,96,70,20,14,64,89,95,19,70,7,57,32,82,13,63,38
1114,39,26,77,51,1,0,51,76,26,38,89,25,76,0,51,50,100,24,75,12
1115,89,64,13,19,70,95,45,32,83,57,62,37,87,18,68,43,94,31,81,5
1116,7,10,60,86,35,48,98,73,23,16,56,2,53,27,78,40,91,15,65,34
1117,67,92,42,29,79,54,4,5,56,81,84,9,59,21,72,46,97,23,73,48
1118,30,43,94,68,18,24,75,100,49,37,98,35,86,10,61,42,92,16,67,4
1119,87,62,12,8,59,84,34,46,97,71,54,29,80,26,76,1,51,13,64,38
1120,21,15,65,90,40,27,78,53,2,1,89,7,57,32,83,45,95,20,70,9
1121,52,77,27,39,90,64,14,20,71,96,60,35,85,47,98,22,72,28,79,3
1122,45,33,83,58,8,11,61,86,36,49,53,16,66,41,91,38,88,12,63,0
1123,99,74,23,17,68,93,42,30,80,55,50,25,76,19,69,44,95,31,82,6
1124,4,3,53,79,28,41,91,66,15,22,57,36,87,11,61,24,74,49,99,5
1125,72,98,47,34,85,60,9,6,57,82,55,30,80,42,93,17,68,14,65,39
1126,31,44,94,69,19,12,63,88,38,25,90,27,77,1,52,46,96,20,71,8
1127,75,50,0,0,50,75,25,38,88,63,58,33,83,45,96,20,71,8,58,33
1128,12,19,69,94,44,31,82,56,6,9,83,14,64,39,90,27,77,1,52,4
1129,60,85,34,47,97,72,22,15,66,91,55,30,80,42,93,17,68,36,86,11
1130,41,28,79,53,3,4,55,80,30,42,61,23,74,49,99,19,69,44,94,31
1131,93,67,17,23,74,99,49,36,86,61,82,6,56,38,88,12,63,0,50,25
1132,11,8,58,83,33,45,96,71,20,14,75,28,79,3,53,15,66,41,91,9
1133,64,90,39,26,77,52,1,2,53,78,60,34,85,47,98,22,72,7,57,32
1134,27,40,90,65,15,21,71,97,46,34,83,45,95,19,70,26,76,0,51,13
1135,84,59,8,11,62,87,37,49,100,75,64,38,89,42,92,16,67,4,54,29
1136,24,18,68,94,43,30,81,56,5,4,79,23,73,48,98,35,86,10,60,34
1137,54,79,29,41,92,67,16,23,73,98,84,8,59,21,71,46,97,2,53,27
1138,48,35,86,60,10,7,57,82,32,45,78,40,90,15,65,18,68,43,94,30
1139,95,70,19,13,64,89,38,26,76,51,81,5,56,49,100,24,75,12,62,37
1140,0,1,51,77,26,39,89,64,13,20,87,13,63,38,88,25,76,0,51,44
1141,70,96,45,32,83,58,7,10,61,86,95,19,70,6,57,32,82,35,85,10
1142,36,48,99,73,23,17,67,92,42,29,60,22,73,47,98,3,54,28,79,41
1143,80,54,4,6,56,81,31,43,94,69,92,16,66,40,90,14,65,2,52,27
1144,18,25,75,100,50,37,88,62,12,9,77,21,71,46,96,33,84,8,58,11
1145,59,84,34,47,97,72,21,15,66,91,62,36,87,49,99,24,74,30,81,5
1146,40,28,78,53,2,2,52,77,27,39,55,17,68,43,93,28,78,2,53,15
1147,90,65,14,21,71,96,46,33,84,58,66,40,91,9,59,34,84,47,97,21
1148,8,11,62,87,36,49,99,74,24,17,72,25,75,50,100,37,88,12,62,43
1149,68,93,43,30,81,55,5,3,54,79,94,18,69,6,56,31,81,1,51,26
1150,28,41,92,66,16,22,73,98,47,35,77,39,89,13,64,32,83,7,58,20
1151,85,60,10,6,57,82,32,44,95,69,70,45,96,48,99,23,73,10,61,36
1152,19,13,63,88,38,25,76,51,0,0,86,17,67,42,92,29,80,4,55,4
1153,51,76,25,38,89,63,13,19,70,95,55,29,80,42,93,17,67,36,86,11
1154,44,32,82,57,7,10,60,85,35,48,61,23,74,48,99,45,96,20,70,7
1155,98,73,22,16,67,92,41,29,79,54,58,33,83,14,64,39,89,26,77,1
1156,3,5,55,81,30,43,93,68,18,24,52,31,82,6,56,18,69,44,94,12
1157,74,100,49,37,87,62,11,8,59,84,63,37,88,50,100,25,75,22,72,47
1158,33,46,96,71,21,14,65,90,40,27,97,34,85,9,59,41,91,15,66,3
1159,78,52,2,3,53,78,28,40,91,66,53,28,78,43,93,18,68,5,56,30
1160,15,22,72,97,47,34,85,59,9,12,81,24,74,49,100,37,87,11,62,8
1161,63,88,37,50,100,75,25,18,69,94,59,33,84,46,97,21,71,27,78,2
1162,44,31,82,56,6,4,55,80,29,42,52,14,65,40,90,16,67,41,92,29
1163,93,67,17,23,74,99,48,36,86,61,79,3,54,48,98,22,73,10,60,35
1164,10,7,58,83,33,45,96,70,20,14,85,32,82,7,57,19,70,44,95,0
1165,64,89,39,26,77,52,1,1,51,76,51,26,76,38,89,13,63,37,87,12
1166,26,39,89,64,13,20,70,95,45,32,62,24,75,50,100,5,56,31,81,43
1167,83,57,7,10,61,86,35,48,98,73,94,18,69,15,65,40,91,27,78,2
1168,23,16,67,92,42,29,80,54,4,5,53,46,97,21,72,9,59,34,84,10
1169,56,81,31,43,94,68,18,24,75,100,61,35,86,48,98,23,73,29,80,4
1170,50,37,87,62,12,9,59,84,34,46,54,16,67,42,92,39,89,13,64,1
1171,97,72,21,15,65,91,40,27,78,53,51,26,76,20,70,45,95,32,83,7
1172,2,1,52,77,27,39,90,65,14,20,57,22,72,47,98,35,85,9,60,41
1173,71,96,46,33,83,58,8,11,61,87,91,16,66,3,54,28,79,25,76,0
1174,36,49,99,74,24,17,68,93,42,30,50,13,63,38,88,6,57,31,82,44
1175,80,55,5,3,53,79,28,41,91,66,95,19,69,49,99,24,74,11,61,36
1176,16,22,72,98,47,35,85,60,9,6,87,17,68,42,93,30,80,5,55,1
1177,57,82,31,44,95,69,19,12,63,88,52,27,77,39,90,14,65,33,84,8
1178,38,25,76,50,0,0,50,75,25,38,58,20,71,46,96,20,71,45,96,33
1179,88,63,12,19,69,94,44,31,82,57,83,7,58,39,90,14,64,1,52,26
1180,6,9,60,85,34,47,98,72,22,16,77,30,80,4,55,17,67,42,93,11
1181,66,91,41,28,79,53,3,4,55,80,61,36,86,49,99,23,74,44,94,19
1182,30,42,93,68,17,23,74,99,49,36,69,6,56,31,82,12,63,37,88,25
1183,87,61,11,8,58,83,33,46,96,71,75,0,50,3,53,28,78,41,91,15
1184,20,14,64,90,39,27,77,52,1,2,66,34,85,9,60,22,72,47,97,32
1185,53,78,27,40,90,65,15,21,72,97,82,7,57,19,70,45,95,0,51,26
1186,46,34,84,59,8,12,62,87,37,49,76,38,89,13,63,16,67,41,92,29
1187,100,75,24,18,68,94,43,31,81,56,79,4,54,48,98,22,73,10,60,35
1188,5,4,54,79,29,42,92,67,16,23,86,8,59,34,84,46,97,21,71,27
1189,73,98,48,35,86,60,10,7,57,83,78,2,52,15,65,40,90,43,93,18
1190,32,45,95,70,19,13,64,89,38,26,68,5,56,30,81,24,75,49,100,37
1191,76,51,1,1,51,77,26,39,89,64,87,11,62,38,88,13,63,0,50,25
1192,14,20,70,96,45,32,83,58,7,10,76,19,69,44,95,32,82,6,57,9
1193,61,86,36,48,99,74,23,17,67,92,60,35,85,47,98,22,73,28,79,3
1194,42,29,80,55,4,6,56,81,31,44,54,16,66,41,91,14,65,39,90,27
1195,94,69,18,25,75,100,50,37,88,62,77,2,52,46,96,20,71,8,58,33
1196,12,9,59,85,34,47,97,72,21,15,84,36,87,11,62,24,74,49,99,5
1197,66,91,40,28,78,53,3,2,52,77,55,30,80,43,93,17,68,2,53,28
1198,27,40,90,65,14,21,71,96,46,33,78,40,91,15,65,34,84,9,59,21
1199,84,59,8,11,62,87,36,49,100,74,72,47,97,50,100,24,75,12,62,37
1200,24,18,68,93,43,30,81,55,5,3,88,18,69,43,94,31,81,6,56,26
1201,54,79,29,41,92,66,16,22,73,98,77,1,51,13,64,39,89,7,58,32
1202,47,35,85,60,10,6,57,82,32,44,83,45,95,20,70,23,73,48,99,35
1203,95,70,19,13,63,89,38,25,76,51,86,10,61,42,92,17,67,4,54,29
1204,0,0,50,76,25,38,88,63,13,19,80,29,80,4,55,17,67,42,92,10
1205,69,95,44,32,82,57,6,9,60,85,61,36,86,48,99,23,74,20,70,45
1206,35,47,98,73,22,16,66,91,41,28,96,33,83,7,58,39,89,14,64,1
1207,79,54,3,5,55,80,30,43,93,68,51,26,77,6,56,31,81,44,94,18
1208,17,24,74,99,49,36,87,61,11,8,69,37,88,12,63,25,75,50,100,47
1209,58,84,33,46,96,71,20,14,65,90,97,21,72,9,59,34,85,15,66,40
1210,39,27,77,52,2,2,53,78,28,40,91,28,78,3,53,18,68,43,93,30
1211,91,65,15,21,72,97,46,34,84,59,81,5,55,49,100,24,74,11,62,36
1212,9,12,62,88,37,50,100,75,24,18,87,33,84,8,59,21,71,46,96,2
1213,69,94,43,31,81,56,5,4,54,80,52,27,77,40,90,14,65,41,92,16
1214,29,42,92,67,17,23,73,99,48,35,66,3,54,29,79,22,73,48,98,35
1215,86,61,10,7,58,83,32,45,95,70,85,10,60,6,57,32,82,44,95,19
1216,20,13,64,89,39,26,76,51,1,0,70,25,76,0,51,13,63,38,89,12
1217,51,76,26,38,89,63,13,19,70,95,62,37,87,49,100,24,75,31,81,5
1218,45,32,82,57,7,10,60,86,35,48,56,18,68,43,94,40,91,15,65,2
1219,98,73,22,16,67,92,41,29,79,54,53,27,78,21,72,46,97,34,84,8
1220,3,5,56,81,30,43,93,68,18,24,59,35,86,10,61,23,73,48,98,4
1221,74,100,49,37,87,62,11,8,59,84,54,29,79,42,92,16,67,13,64,38
1222,33,46,97,71,21,15,65,90,40,27,89,26,76,1,51,45,95,20,70,7
1223,78,52,2,1,52,77,26,39,89,64,57,32,83,47,98,22,72,9,60,34
1224,14,20,71,96,45,33,83,58,7,11,85,16,66,41,91,28,79,3,53,0
1225,61,86,36,48,99,74,23,17,67,93,50,25,76,38,88,12,63,31,82,6
1226,42,30,80,55,4,3,53,78,28,41,57,19,69,44,94,23,74,49,99,36
1227,91,66,15,22,72,97,47,34,85,60,87,11,61,42,93,17,68,5,55,30
1228,9,6,56,82,31,44,94,69,18,12,80,27,77,1,52,14,64,39,90,8
1229,63,88,37,25,75,50,0,0,50,75,58,33,83,46,96,20,71,23,74,49
1230,25,37,88,63,12,18,69,94,44,31,99,36,86,11,61,42,93,17,67,4
1231,82,56,6,9,59,85,34,47,97,72,55,30,80,26,77,1,52,14,64,39
1232,22,15,66,91,41,28,78,53,3,4,90,7,58,33,83,45,96,20,71,47
1233,55,80,30,42,93,67,17,23,74,99,97,22,72,9,60,34,85,15,66,41
1234,48,36,86,61,11,7,58,83,33,45,91,28,78,3,53,0,50,25,75,37
1235,96,71,20,14,64,89,39,26,77,52,88,12,63,31,82,6,56,19,69,44
1236,1,2,52,78,27,40,90,65,15,21,94,35,86,10,60,22,73,48,98,4
1237,71,97,46,33,84,59,8,11,62,87,54,29,79,41,92,16,67,13,64,38
1238,37,49,100,74,24,18,68,93,43,30,89,26,76,0,51,45,95,19,70,7
1239,81,56,5,3,54,79,29,41,92,67,57,32,82,11,62,37,87,49,100,24
1240,16,22,73,98,48,35,86,60,10,7,75,30,81,5,56,18,68,43,93,40
1241,57,82,32,45,95,70,19,13,63,89,90,15,65,2,52,27,78,21,71,46
1242,38,26,76,51,0,1,51,76,26,39,97,34,84,8,59,41,92,16,66,3
1243,89,64,13,20,70,95,45,32,83,58,54,28,79,22,73,47,98,35,85,9
1244,7,10,61,86,35,48,99,73,23,17,60,6,57,32,82,44,95,19,69,25
1245,67,92,42,29,80,54,4,5,56,81,76,0,50,13,63,38,88,17,68,43
1246,31,43,94,69,18,24,75,100,50,37,93,30,80,5,55,49,99,24,74,11
1247,88,62,12,9,59,84,34,46,97,72,62,36,87,33,84,8,58,21,71,46
1248,21,15,65,91,40,28,78,53,2,2,96,2,52,27,77,39,90,14,65,6
1249,52,77,27,39,90,65,14,20,71,96,56,31,81,43,94,18,69,37,88,12
1250,46,33,84,58,8,11,61,87,36,49,62,24,75,50,100,47,97,21,72,9
1251,99,74,24,17,68,93,43,30,80,55,59,34,84,15,65,40,91,28,78,2
1252,5,3,54,79,28,41,91,66,16,22,53,29,80,4,54,17,67,42,92,10
1253,73,98,47,35,85,60,9,6,57,82,61,35,86,48,99,23,73,20,70,45
1254,31,44,95,69,19,13,63,88,38,25,95,32,83,7,58,39,89,13,64,1
1255,76,50,0,0,51,76,25,38,88,63,51,26,77,26,77,1,51,14,64,39
1256,13,19,70,95,44,32,82,57,6,10,89,7,58,33,83,45,96,20,70,23
1257,60,85,35,47,98,73,22,16,66,92,74,48,99,36,86,10,61,42,92,17
1258,41,29,79,54,3,5,55,81,30,43,67,4,55,29,80,3,53,28,78,40
1259,93,68,17,24,74,100,49,36,87,62,91,15,66,34,85,9,59,21,72,47
1260,11,8,59,84,33,46,96,71,21,14,97,50,100,25,75,12,63,37,88,18
1261,65,90,40,27,77,52,2,2,53,78,69,44,94,31,81,6,56,14,65,40
1262,28,40,91,66,15,21,72,97,47,34,90,27,78,2,52,46,96,21,71,8
1263,85,59,9,12,62,88,37,50,100,75,59,33,84,36,87,11,62,24,74,49
1264,25,18,69,94,44,31,81,56,6,4,100,5,55,30,81,43,93,18,68,38
1265,55,80,29,42,92,67,17,23,74,99,89,13,63,0,51,25,76,19,70,44
1266,48,36,86,61,10,7,58,83,32,45,95,32,82,7,57,10,60,35,85,48
1267,96,70,20,14,64,89,39,26,77,51,98,22,73,29,79,3,54,16,66,41
1268,1,1,51,76,26,38,89,64,13,19,92,8,59,34,84,46,97,21,72,27
1269,70,95,45,32,83,57,7,10,60,86,78,2,53,15,65,40,91,43,94,18
1270,35,48,98,73,23,16,67,92,42,29,68,5,56,31,81,24,75,50,100,37
1271,79,54,4,5,56,81,31,43,94,68,87,12,62,32,83,7,57,20,70,45
1272,18,24,75,100,49,37,87,62,12,8,95,1,51,26,76,38,89,13,64,16
1273,59,84,34,46,97,72,21,15,65,90,67,42,92,29,79,4,54,48,98,23
1274,40,27,78,53,2,1,52,77,27,39,73,10,61,35,86,44,94,19,69,6
1275,90,64,14,20,71,96,45,33,83,58,57,31,82,12,63,38,88,25,76,0
1276,8,11,61,87,36,49,99,74,23,17,50,3,53,28,79,41,91,16,66,35
1277,68,93,42,30,80,55,4,3,53,79,85,9,60,22,72,47,98,20,71,46
1278,28,41,91,66,16,22,72,98,47,34,96,33,83,8,58,39,90,14,64,1
1279,85,60,9,6,57,82,31,44,94,69,52,27,77,30,80,5,55,17,68,42
1280,19,12,63,88,38,25,75,50,0,0,93,11,61,36,87,49,99,23,74,49
1281,50,76,25,38,88,63,12,19,69,95,99,23,74,11,61,36,86,17,68,42
1282,44,31,82,57,6,9,60,85,35,47,93,30,80,4,55,1,52,27,77,39
1283,98,72,22,16,66,91,41,28,79,53,90,14,64,33,83,8,58,20,71,45
1284,3,5,55,80,30,42,93,68,17,24,96,22,72,47,98,34,85,9,60,41
1285,74,99,49,36,87,61,11,8,58,83,91,15,66,3,53,28,79,25,75,0
1286,33,46,96,71,20,14,65,90,39,27,50,12,63,38,88,6,57,31,82,44
1287,77,52,1,2,53,78,27,40,91,65,94,19,69,10,60,35,86,48,98,23
1288,15,21,72,97,46,34,84,59,9,12,73,29,79,4,54,16,67,42,92,38
1289,62,87,37,50,100,75,24,18,68,94,89,13,64,0,51,26,76,19,70,45
1290,43,31,81,56,5,4,54,80,29,42,95,32,83,7,57,37,87,12,62,24
1291,92,67,16,23,73,98,48,35,86,61,75,49,100,5,56,30,81,43,94,18
1292,10,7,57,83,32,45,95,70,20,13,68,15,65,40,90,27,78,2,53,46
1293,64,89,38,26,76,51,1,1,52,77,97,21,71,8,59,34,84,16,66,41
1294,26,39,89,64,14,20,70,96,45,33,92,28,79,3,54,47,98,22,73,10
1295,83,58,7,10,61,86,36,48,99,74,60,35,85,32,82,6,57,19,70,44
1296,23,17,67,93,42,29,80,55,4,6,95,0,51,25,76,38,88,13,63,43
1297,56,81,31,44,94,69,18,25,75,100,93,17,68,5,55,30,81,24,74,49
1298,50,37,88,63,12,9,59,85,34,47,99,36,87,11,62,8,58,33,84,46
1299,97,72,22,15,66,91,40,28,78,53,96,21,71,27,77,2,52,14,65,40
1300,3,2,52,78,27,40,90,65,14,21,90,31,81,6,56,18,69,43,94,12
1301,71,96,46,33,84,59,8,11,62,87,62,37,88,50,100,25,75,21,72,47
1302,37,49,100,74,24,18,68,93,43,30,97,34,85,9,59,40,91,15,66,2
1303,81,55,5,3,54,79,29,41,92,66,53,28,78,4,55,29,80,42,92,17
1304,16,22,73,98,48,35,85,60,10,7,67,36,86,10,61,23,73,48,99,45
1305,57,82,32,44,95,70,19,13,63,89,96,20,70,7,58,32,83,14,64,39
1306,38,25,76,51,0,0,51,76,25,38,89,26,77,1,51,1,52,26,77,39
1307,88,63,13,19,69,95,44,32,82,57,89,14,64,33,83,7,58,20,71,45
1308,6,10,60,85,35,47,98,73,22,16,96,48,99,23,74,11,61,36,86,17
1309,66,92,41,28,79,54,3,5,55,81,67,42,93,29,80,4,55,28,78,3
1310,30,43,93,68,17,24,74,99,49,36,53,15,66,41,91,9,59,34,85,47
1311,87,62,11,8,58,84,33,46,96,71,97,22,72,25,75,50,100,37,88,12
1312,21,14,65,90,39,27,77,52,2,2,63,44,94,18,69,6,56,31,82,40
1313,53,78,28,40,91,66,15,21,72,97,90,14,65,2,52,27,78,21,71,46
1314,47,34,84,59,9,12,62,88,37,50,97,33,84,8,59,11,62,37,87,49
